contract_id,customer_id,contract_number,contract_type,start_date,end_date,price,payment_terms,contract_status,salesperson_id,special_terms
1147,583,C-3990-63496,Warranty Extension,2022-04-10,2024-08-04,$90679.42118317424,Monthly,Expired,4,Tepidus talus adsuesco.
1148,583,C-6932-79333,Warranty Extension,2022-03-18,2024-06-24,$12340.960855354848,Quarterly,Active,19,Approbo dolores desipio.
1149,584,C-6514-59095,Full Coverage,2024-06-18,2028-07-30,$78887.62153737557,Monthly,Active,2,Clamo curo denuo crebro delectus pecus capitulus theatrum.
1150,584,C-2735-67378,Warranty Extension,2022-08-18,2024-06-14,$54566.191366471445,Monthly,Expired,1,Suadeo acidus tendo dolore clibanus delibero.
1151,585,C-9505-58300,Full Coverage,2023-08-07,2026-05-13,$22842.522780840533,Quarterly,Expired,12,Officia vigilo deinde considero thermae cupio.
1152,586,C-2962-82297,Warranty Extension,2021-05-24,2028-04-22,$45807.27748552125,Monthly,Active,9,Vulgaris utrum tredecim.
1153,586,C-8010-83736,Full Coverage,2023-12-25,2027-05-13,$98919.81295141787,Annually,Pending Renewal,6,Torqueo debilito adfero.
1154,586,C-8100-31700,Service Agreement,2020-07-14,2028-01-11,$14768.835731837375,Annually,Pending Renewal,18,Decor villa iusto aetas tergiversatio somnus aranea umquam iusto benevolentia.
1155,587,C-6218-91577,Service Agreement,2022-04-13,2030-04-13,$21734.283439808423,Annually,Pending Renewal,6,Theatrum adeo capto sponte crepusculum valens cupiditas dolores cilicium ipsam.
1156,587,C-2342-21199,Full Coverage,2024-05-06,2028-07-20,$96692.1377060912,Quarterly,Pending Renewal,2,Charisma voluntarius adfero.
1157,587,C-1175-22955,Full Coverage,2021-07-14,2025-09-17,$67902.89330910456,Quarterly,Active,5,Tenuis alter dedecor valde.
1158,588,C-2186-91927,Service Agreement,2022-02-25,2023-04-16,$29979.04106400907,Monthly,Active,7,Caput tametsi vinum utor.
1159,589,C-5217-50481,Service Agreement,2020-11-20,2029-02-09,$73287.8051594015,Monthly,Active,18,Acidus aggredior aurum spes calculus appono maxime quo cunabula delicate.
1160,590,C-6441-14841,Service Agreement,2020-06-11,2025-06-14,$76924.98203447535,Monthly,Pending Renewal,19,Decet volup aut adsum vesica suscipit trucido odio utrum quae.
1161,591,C-9433-25942,Warranty Extension,2020-05-15,2025-12-18,$1791.952297582201,Monthly,Pending Renewal,11,Minima comes aedificium subito.
1162,592,C-6836-73121,Service Agreement,2023-09-11,2024-12-29,$27822.30332851687,Monthly,Active,9,Uter taedium voco aureus.
1163,592,C-9658-22534,Warranty Extension,2022-01-24,2024-10-08,$47871.93905739825,Quarterly,Active,10,Numquam debeo contabesco cursus conqueror spiritus praesentium conturbo combibo.
1164,593,C-8921-63121,Service Agreement,2022-03-12,2022-09-18,$9464.134231321572,Quarterly,Active,13,Caecus id cattus ubi vivo contra arcus aeternus.
1165,593,C-8765-55894,Full Coverage,2023-10-19,2029-08-11,$37262.633349406315,Quarterly,Expired,13,Apparatus curriculum at.
1166,594,C-8054-21749,Warranty Extension,2022-08-13,2022-11-22,$80664.70880195187,Annually,Active,14,Vilis tabgo delego.
1167,594,C-8424-35831,Service Agreement,2022-11-08,2030-03-20,$20090.87034597046,Quarterly,Pending Renewal,10,Tenus cunae ut corporis pax cohaero coadunatio perspiciatis canis cuppedia.
1168,595,C-8616-40162,Warranty Extension,2022-01-11,2025-11-08,$24038.320666165146,Monthly,Active,15,Somniculosus numquam crux deprecator usus occaecati coma versus.
1169,596,C-4130-86050,Full Coverage,2021-01-29,2030-12-18,$89433.07422371929,Monthly,Expired,2,Facilis alii utilis sufficio nobis caelum amplitudo defluo abbas.
1170,596,C-8428-49132,Full Coverage,2023-06-19,2030-06-25,$84723.12410318926,Quarterly,Pending Renewal,4,Subnecto cohibeo usus voluptas sto subiungo caelestis textilis adipisci surgo.
1171,597,C-4921-15204,Warranty Extension,2020-07-30,2024-10-06,$81063.29325424407,Monthly,Active,17,Adinventitias voluptatibus desidero vicissitudo strenuus antiquus cum cribro uterque.
1172,597,C-3327-74536,Full Coverage,2024-02-29,2029-08-09,$11284.592835533384,Monthly,Expired,6,Deporto credo cattus adficio culpo videlicet vel.
1173,597,C-5234-67423,Warranty Extension,2023-08-01,2029-04-18,$60778.92536699684,Quarterly,Pending Renewal,2,Cariosus communis tactus adhaero.
1174,598,C-1805-68672,Warranty Extension,2023-11-11,2025-10-05,$51278.93326579065,Quarterly,Expired,8,Ipsa suggero spiritus villa.
1175,599,C-2306-88393,Service Agreement,2020-12-11,2023-05-16,$58843.25443184014,Quarterly,Pending Renewal,16,Crebro sapiente utique aperio.
1176,600,C-9344-67881,Warranty Extension,2022-07-07,2023-07-21,$69562.2827379489,Quarterly,Pending Renewal,16,Vorago ascisco velum auctus adversus adeptio caterva delectatio.
1177,600,C-2180-47196,Warranty Extension,2023-06-21,2030-03-28,$79741.6790478966,Quarterly,Expired,4,Causa stips capio patrocinor considero vigilo aureus decet substantia abeo.
1178,600,C-4619-85067,Service Agreement,2022-07-10,2027-01-23,$39269.490946274294,Annually,Pending Renewal,11,Acsi ago caecus communis tutamen.
1179,601,C-6348-87149,Warranty Extension,2022-12-13,2023-11-25,$30896.605387149888,Annually,Pending Renewal,1,Aegrus cimentarius terga amicitia voco culpa peccatus cupressus.
1180,602,C-1291-35477,Warranty Extension,2021-10-16,2022-04-01,$21021.42182160478,Annually,Pending Renewal,19,Crastinus vigilo currus tripudio laboriosam laborum correptius tremo aegrus.
1181,602,C-3988-68359,Full Coverage,2022-07-04,2029-03-08,$15705.35238560117,Quarterly,Pending Renewal,5,Accusator comptus tondeo alveus minus pel cupio.
1182,602,C-5348-11644,Warranty Extension,2020-07-08,2030-08-02,$50749.32363967834,Quarterly,Expired,20,Aro creator denique harum titulus repellendus laborum crastinus.
1183,603,C-4739-76153,Service Agreement,2021-10-27,2022-02-06,$74447.03483493319,Annually,Active,1,Chirographum a turpis spargo attero balbus decipio quaerat quasi.
1184,603,C-9807-62319,Warranty Extension,2022-04-13,2023-01-15,$17731.79122561858,Monthly,Active,19,Aetas magnam veritatis xiphias vesper spes voluptas uxor adhuc tardus.
1185,603,C-6913-75661,Warranty Extension,2020-10-29,2021-02-02,$71468.13076316842,Quarterly,Pending Renewal,9,Sponte sodalitas deficio.
1186,604,C-8762-97644,Warranty Extension,2022-05-27,2028-12-01,$77082.14805448054,Monthly,Expired,9,Talis tunc ipsam cohibeo.
1187,605,C-1509-64162,Warranty Extension,2021-06-18,2023-02-12,$37700.70231828437,Quarterly,Expired,17,Tego utrimque ara usitas condico carpo trado.
1188,605,C-1792-10687,Service Agreement,2024-06-16,2028-08-07,$99231.65489036405,Quarterly,Active,16,Acsi conforto denuncio cui correptius amo cunae coadunatio culpa sollers.
1189,605,C-5765-14375,Full Coverage,2021-05-06,2021-06-19,$19364.57694577774,Quarterly,Expired,11,Debitis advenio a ea.
1190,606,C-1471-18515,Full Coverage,2021-06-21,2028-03-26,$71848.73289694915,Annually,Pending Renewal,3,Venia atqui porro conatus dens triumphus tibi aperte causa.
1191,606,C-6298-51026,Warranty Extension,2021-12-12,2022-09-04,$25300.963171916985,Annually,Active,16,Velociter vesco tempus aduro tersus vos tot veritas admoneo doloribus.
1192,607,C-6174-45639,Warranty Extension,2023-04-08,2023-10-27,$76860.86812351154,Monthly,Expired,2,Demulceo charisma appositus ventosus deputo ager.
1193,607,C-3069-16257,Service Agreement,2024-05-07,2026-07-16,$72675.25880366312,Quarterly,Expired,16,Virgo tracto denego.
1194,608,C-4726-48442,Service Agreement,2021-02-28,2028-06-03,$57099.9327981418,Annually,Active,19,Aurum titulus cresco vae tredecim ventito depopulo virtus tutis.
1195,609,C-6523-88388,Warranty Extension,2023-07-11,2024-03-09,$11456.267652668515,Monthly,Active,19,Voluntarius corrupti sordeo ventosus aspernatur decretum circumvenio concido.
1196,610,C-5948-54591,Warranty Extension,2022-06-10,2026-01-12,$5993.145360197995,Monthly,Active,13,Crudelis curis caste concedo.
1197,610,C-8559-19093,Service Agreement,2022-08-23,2030-04-15,$77508.16278878659,Annually,Pending Renewal,14,Corroboro appositus delibero necessitatibus quia vicissitudo caelum contabesco abeo aurum.
1198,611,C-3486-74318,Full Coverage,2022-08-17,2025-10-05,$38472.04058470371,Quarterly,Active,18,Absum comminor degusto valeo voluntarius adhuc templum.
1199,611,C-1518-63728,Warranty Extension,2023-02-18,2025-12-30,$99074.44844288225,Annually,Pending Renewal,6,Defleo sol copiose clarus deleniti modi conservo centum excepturi.
1200,612,C-6208-20249,Warranty Extension,2020-03-25,2021-06-24,$6916.270111516869,Monthly,Pending Renewal,1,Delego hic argentum saepe calamitas sustineo nemo.
1201,613,C-1932-36094,Warranty Extension,2021-03-25,2029-02-24,$50092.46517545482,Quarterly,Pending Renewal,11,Ea deprecator accusator ulciscor nihil clamo.
1202,613,C-2354-53962,Full Coverage,2023-07-22,2026-04-21,$53996.44679910715,Annually,Expired,6,Amet tristis doloremque complectus aureus arbor.
1203,614,C-4533-26211,Full Coverage,2021-09-30,2021-12-01,$56736.78919216368,Monthly,Expired,18,Subvenio auctor decens color urbanus aer tutis sequi vito.
1204,615,C-6855-89919,Warranty Extension,2020-12-01,2022-12-12,$12384.478481898172,Monthly,Pending Renewal,7,Desino delectatio clam repellendus.
1205,615,C-1457-43229,Service Agreement,2024-09-18,2027-09-19,$84686.27491202828,Quarterly,Pending Renewal,7,Saepe communis cursim ultio vigilo certe caterva despecto.
1206,616,C-3084-10454,Service Agreement,2021-05-20,2023-06-07,$36716.895545304265,Annually,Pending Renewal,8,Ambitus aspernatur minus agnitio una trans comptus contra urbanus.
1207,617,C-3128-50294,Full Coverage,2022-06-29,2029-08-11,$47062.99992157624,Annually,Expired,17,Stultus dapifer suppono qui thema pectus denique laborum alo.
1208,617,C-4301-21918,Service Agreement,2023-05-11,2025-04-05,$16975.187263429005,Annually,Pending Renewal,19,Caelestis depereo amiculum condico assentator.
1209,617,C-2436-92994,Warranty Extension,2021-10-23,2025-07-26,$27244.122079945737,Quarterly,Expired,15,Aestus virga viscus curvo deorsum.
1210,618,C-9659-12957,Service Agreement,2022-01-14,2028-08-24,$13888.251051520581,Monthly,Expired,20,Trepide caterva quia advoco venia suasoria uter caecus adicio.
1211,618,C-1373-19716,Service Agreement,2023-12-31,2025-03-28,$9977.457622951113,Quarterly,Pending Renewal,4,Occaecati versus sapiente impedit audax adficio damnatio texo.
1212,619,C-7726-60184,Service Agreement,2022-11-27,2030-03-13,$62314.16605951539,Annually,Active,5,Angulus valens adduco culpa absconditus addo praesentium acidus.
1213,619,C-8611-76365,Service Agreement,2021-01-12,2027-04-19,$74416.13637796044,Annually,Active,9,Coniecto cupressus denuo audentia vulpes vel verus vesper cupio.
1214,619,C-8756-48210,Full Coverage,2022-09-03,2024-08-25,$31176.890553207704,Annually,Pending Renewal,7,Acceptus conculco aetas amitto fuga amiculum.
1215,620,C-9404-72003,Warranty Extension,2024-02-03,2028-01-25,$41057.230678288215,Quarterly,Expired,2,Clibanus depraedor theca minus traho dolore tergiversatio curo decipio.
1216,620,C-8068-82559,Warranty Extension,2022-10-06,2027-06-13,$97198.80029975943,Quarterly,Pending Renewal,18,Acceptus beatus verto admoveo.
1217,621,C-4932-22131,Full Coverage,2022-01-04,2022-07-06,$65350.07367589919,Quarterly,Pending Renewal,17,Sordeo soleo curto.
1218,622,C-4450-79155,Full Coverage,2021-11-03,2026-01-04,$41369.73088565852,Annually,Pending Renewal,11,Est absconditus desidero canis uterque strues ulciscor.
1219,622,C-6312-14679,Service Agreement,2022-02-18,2023-06-03,$2958.7614681356645,Annually,Pending Renewal,7,Cerno aestas audio tamquam viridis thesis debitis inflammatio facilis victus.
1220,623,C-4110-57054,Warranty Extension,2023-09-03,2028-10-30,$31639.06202645525,Annually,Active,20,Confero volutabrum sustineo infit tabella argentum solvo vinitor curo bestia.
1221,624,C-4372-41214,Warranty Extension,2022-07-13,2026-04-24,$35746.31539287059,Annually,Pending Renewal,5,Bellicus utpote sulum copiose coaegresco sequi.
1222,625,C-9560-10204,Warranty Extension,2020-03-09,2021-05-09,$55271.82835199737,Annually,Expired,16,Comitatus fugiat amplitudo absconditus.
1223,625,C-8818-75641,Service Agreement,2022-12-05,2026-04-14,$33852.422484992436,Annually,Active,8,Artificiose torrens ascit agnosco summisse denego cursus cotidie.
1224,626,C-3378-22004,Full Coverage,2020-12-16,2027-10-19,$43182.64769409464,Annually,Pending Renewal,3,Validus a atrox acsi attero pectus repudiandae.
1225,626,C-7630-36781,Warranty Extension,2021-06-01,2024-05-02,$31959.455218485436,Quarterly,Expired,15,Audacia tergiversatio vinum calculus uberrime celebrer aspicio modi.
1226,627,C-2036-64616,Warranty Extension,2022-01-05,2025-04-20,$79614.92205326457,Monthly,Active,8,Auxilium color coruscus sonitus fugit stipes vix considero surculus clam.
1227,628,C-4744-93805,Service Agreement,2024-06-19,2028-01-26,$31550.690910804475,Quarterly,Pending Renewal,17,Theatrum solutio aegre vox combibo ascisco labore eaque.
1228,628,C-7283-67050,Warranty Extension,2021-04-25,2029-07-11,$96044.3362451465,Annually,Pending Renewal,19,Audacia damno depulso tum deporto dapifer theca assentator coaegresco.
1229,629,C-9471-78244,Full Coverage,2024-06-22,2030-03-05,$99731.26523202968,Quarterly,Expired,1,Paulatim beneficium cupiditas nostrum.
1230,629,C-4667-86681,Service Agreement,2022-03-31,2029-03-09,$72345.24866306657,Quarterly,Expired,7,Termes ustilo benigne brevis advoco verbum summa soluta.
1231,629,C-5679-97758,Service Agreement,2023-09-06,2030-10-02,$74576.67223397788,Quarterly,Expired,6,Absorbeo somniculosus defessus stabilis contabesco damnatio.
1232,630,C-9921-10073,Full Coverage,2023-05-17,2028-11-06,$27781.958045809104,Monthly,Active,1,Aetas sublime compono celebrer defero.
1233,630,C-6323-21926,Warranty Extension,2022-09-29,2027-03-03,$20284.69929137012,Annually,Expired,3,Caput aurum addo truculenter vilis minus.
1234,631,C-1396-45481,Full Coverage,2023-04-05,2028-12-05,$2686.909708808622,Quarterly,Pending Renewal,5,Clam laudantium venio conforto colligo subnecto talus censura cur.
1235,632,C-9690-12093,Service Agreement,2023-12-05,2030-09-22,$66664.74026874678,Quarterly,Pending Renewal,3,Abundans nam taceo arceo deporto.
1236,633,C-9134-97754,Full Coverage,2022-12-22,2026-06-14,$79789.44291156906,Quarterly,Active,4,Explicabo defleo vox atrox aequitas amita socius audio.
1237,634,C-8817-97812,Full Coverage,2022-10-08,2029-09-29,$71225.03387400332,Annually,Expired,10,Voro concedo tandem totus tripudio.
1238,634,C-1203-77169,Service Agreement,2022-02-13,2024-11-22,$60599.29928738362,Annually,Active,8,Vilitas video subnecto cras qui adeo bibo vulgaris denuo.
1239,635,C-4224-27827,Service Agreement,2021-12-24,2025-12-23,$31052.19693098789,Monthly,Pending Renewal,9,Tergum strues rerum adsum aeternus expedita.
1240,635,C-5641-48169,Warranty Extension,2020-02-23,2026-06-10,$30338.41817946856,Annually,Pending Renewal,5,Celer allatus solutio despecto deserunt coaegresco benevolentia taceo coaegresco voluptates.
1241,635,C-1284-58405,Service Agreement,2023-01-16,2026-06-03,$54720.60324323038,Annually,Pending Renewal,20,Ambitus cubitum delibero tibi aperte tutis adhaero ipsum nam.
1242,636,C-5209-87877,Full Coverage,2020-07-11,2023-04-22,$95314.9282904191,Monthly,Active,15,Abscido eveniet adiuvo inflammatio eveniet accusamus volubilis talio stipes sollers.
1243,637,C-1830-26317,Service Agreement,2020-12-11,2023-12-30,$72571.5568696163,Annually,Expired,8,Debeo sit laudantium vulnus spero.
1244,637,C-8248-30949,Service Agreement,2022-09-27,2028-06-25,$19321.36840794085,Quarterly,Active,16,Tondeo adiuvo claro.
1245,638,C-3252-48589,Full Coverage,2023-05-17,2029-05-23,$30324.195187981684,Monthly,Expired,11,Utilis victoria vesica cupiditate laboriosam thema subiungo aliqua cauda cattus.
1246,638,C-8304-42638,Warranty Extension,2023-02-17,2030-06-29,$26119.20405038504,Monthly,Expired,3,Defero curtus deleniti caterva deorsum asperiores vita vomer baiulus adhuc.
1247,638,C-4153-50616,Service Agreement,2023-06-14,2026-08-23,$86547.36320026767,Monthly,Active,17,Distinctio solutio tyrannus terror at neque crudelis apto tabella vulgaris.
1248,639,C-7166-25627,Full Coverage,2024-02-01,2027-09-29,$80382.98165857591,Annually,Expired,18,Arbor vulgivagus vicinus tristis adficio denuncio cohaero calamitas.
1249,639,C-9991-68025,Warranty Extension,2023-11-23,2027-08-06,$33519.4546298644,Annually,Expired,17,Desidero subito caste volup.
1250,640,C-3601-56409,Full Coverage,2022-09-21,2022-12-25,$42580.021440723496,Quarterly,Active,16,Summopere comitatus cur vulgivagus.
1251,640,C-5907-73604,Service Agreement,2021-10-18,2028-03-29,$77339.40821560411,Quarterly,Expired,18,Uredo aestus ex credo amaritudo.
1252,641,C-1570-55879,Warranty Extension,2021-01-30,2028-10-29,$24964.475511200133,Annually,Active,9,Sufficio vilitas aperiam.
1253,641,C-5017-51461,Full Coverage,2023-06-23,2029-01-02,$88302.51686289176,Monthly,Pending Renewal,17,Teres confero beatus speculum accusantium cogito.
1254,642,C-4216-47009,Service Agreement,2022-06-12,2025-11-09,$14015.797940950773,Annually,Expired,16,Absens chirographum desolo nam cultellus laudantium usitas cinis ulciscor.
1255,642,C-2354-75419,Full Coverage,2024-05-26,2027-10-05,$92175.14964720458,Annually,Active,9,Labore adsum aperio studio ascit optio tepidus torrens inflammatio inventore.
1256,643,C-8433-79755,Warranty Extension,2024-03-28,2029-03-06,$31802.100387282473,Monthly,Pending Renewal,3,Ambulo terror iste hic benevolentia.
1257,643,C-1922-75617,Service Agreement,2021-11-11,2030-06-29,$80911.63752195625,Annually,Expired,3,Comis conicio suppono.
1258,643,C-4414-93912,Full Coverage,2020-03-19,2023-07-21,$62514.96345925012,Quarterly,Active,20,Suspendo omnis contigo absque abundans utique.
1259,644,C-1984-69300,Warranty Extension,2021-02-21,2027-07-12,$26168.841863117512,Quarterly,Expired,19,Virga auditor ago dapifer tametsi cuius validus curvo.
1260,645,C-5660-17163,Service Agreement,2020-08-01,2029-11-19,$46901.4550590623,Quarterly,Active,20,Usus averto substantia.
1261,645,C-3366-50266,Warranty Extension,2022-09-08,2026-07-17,$43290.771214154585,Quarterly,Expired,15,Defero comminor cresco aureus.
1262,645,C-7895-54443,Warranty Extension,2022-03-14,2026-08-08,$99323.31536691921,Quarterly,Expired,15,Videlicet quas clam averto bibo cuius conqueror tabella.
1263,646,C-9570-16403,Full Coverage,2022-06-30,2029-02-19,$73751.17208086558,Monthly,Expired,6,Summopere sit caelestis acies.
1264,647,C-9096-94450,Service Agreement,2021-11-05,2026-09-13,$31495.978923772316,Quarterly,Pending Renewal,16,Stella bonus optio cena arx delectatio.
1265,647,C-9964-61806,Warranty Extension,2022-05-19,2029-08-10,$48833.35510068133,Quarterly,Expired,16,Consuasor enim comminor spes crapula benigne.
1266,647,C-6630-82370,Full Coverage,2020-05-13,2024-10-06,$42734.71920589247,Quarterly,Active,13,Rem summopere demulceo subseco.
1267,648,C-1791-39203,Full Coverage,2024-06-21,2029-05-05,$91478.22786782011,Monthly,Expired,15,Repellat sequi beneficium victoria congregatio baiulus canonicus voluptatibus.
1268,648,C-8892-27973,Warranty Extension,2023-06-14,2028-11-26,$77897.8220194209,Monthly,Pending Renewal,20,Vobis cras quae.
1269,648,C-3444-74472,Service Agreement,2023-03-12,2028-05-25,$42328.12708500027,Quarterly,Pending Renewal,6,Cupio occaecati vere decretum cupiditate terga absens.
1270,649,C-2498-22320,Full Coverage,2023-10-28,2030-12-29,$90518.34999580415,Quarterly,Active,14,Delectus acceptus ubi thesaurus audentia comedo nemo credo creator.
1271,649,C-1719-85160,Warranty Extension,2023-12-01,2030-02-18,$95167.2335656888,Quarterly,Pending Renewal,11,Virga basium articulus atqui carcer terra adsidue adflicto.
1272,650,C-9037-80790,Service Agreement,2021-02-23,2029-11-11,$50901.35895473598,Quarterly,Pending Renewal,9,Bellum harum audacia vinculum defungo aspernatur libero depono crebro vitium.
1273,651,C-2807-40966,Warranty Extension,2023-07-23,2024-09-14,$61946.37640632735,Quarterly,Active,12,Certe bonus sapiente aestus bonus cresco acervus praesentium tricesimus reiciendis.
1274,651,C-9405-21091,Full Coverage,2020-10-15,2026-09-30,$19106.343440620705,Annually,Expired,20,Verto accusamus trepide.
1275,652,C-4441-52202,Service Agreement,2022-05-12,2030-11-03,$9385.556210207946,Monthly,Pending Renewal,6,Via benevolentia inventore.
1276,652,C-6642-36150,Service Agreement,2024-06-06,2028-08-02,$23903.720670674495,Quarterly,Pending Renewal,6,Arguo pel agnitio.
1277,652,C-6824-11298,Service Agreement,2024-04-10,2030-05-11,$92151.62279038687,Quarterly,Pending Renewal,2,Clamo sponte demoror ad.
1278,653,C-2595-63145,Service Agreement,2022-11-27,2025-06-05,$56363.277132113544,Monthly,Expired,6,Amissio claudeo dolor depulso peior alter vapulus auctus.
1279,653,C-4308-80851,Service Agreement,2023-01-02,2023-10-26,$85021.33195481723,Monthly,Pending Renewal,15,A despecto sodalitas urbs astrum depopulo.
1280,653,C-8513-27977,Full Coverage,2023-11-10,2028-09-29,$66489.58528595227,Quarterly,Active,18,Cohaero antepono ancilla caries autus vicinus verus centum.
1281,654,C-7242-27628,Service Agreement,2023-02-21,2028-06-28,$93209.77165405238,Monthly,Expired,2,Depromo corroboro cursus perspiciatis.
1282,654,C-3972-31253,Warranty Extension,2020-02-21,2025-01-19,$65287.033054977685,Annually,Expired,10,Ulciscor veniam absorbeo antiquus vox natus agnosco quos clibanus.
1283,654,C-7569-59037,Warranty Extension,2023-10-25,2024-02-10,$57591.19133059528,Quarterly,Pending Renewal,7,Sequi valens ustilo totus balbus auxilium atrocitas barba terreo aer.
1284,655,C-7722-44058,Warranty Extension,2022-03-10,2027-06-12,$82129.77406332454,Annually,Active,5,Admoveo spero sono benigne.
1285,655,C-6638-10240,Warranty Extension,2024-09-05,2028-12-29,$11365.353083293698,Quarterly,Expired,10,Cursus audax optio adnuo advenio.
1286,656,C-3617-40679,Full Coverage,2020-12-09,2027-01-29,$1632.30070387358,Monthly,Pending Renewal,10,Demum desidero laudantium minus debeo usque casso paens.
1287,656,C-7425-18570,Warranty Extension,2020-02-09,2028-08-21,$97396.31126921819,Annually,Expired,10,Subnecto uredo inflammatio tyrannus videlicet delego tabernus vallum virtus.
1288,656,C-2651-51283,Service Agreement,2021-01-11,2029-12-01,$45264.64447236374,Monthly,Pending Renewal,12,Creo supplanto minus.
1289,657,C-3808-12571,Service Agreement,2023-05-07,2028-11-25,$91954.12651476331,Annually,Pending Renewal,9,Ocer asper audacia venio at arca coruscus vergo.
1290,657,C-9570-36530,Service Agreement,2023-11-27,2027-05-16,$49914.24317075038,Monthly,Expired,19,Cupiditas tandem supra minus quisquam advoco curso sophismata callide.
1291,657,C-9042-82003,Full Coverage,2020-07-09,2026-02-20,$42165.14032062855,Quarterly,Expired,4,Ascit strenuus stillicidium thesaurus.
1292,658,C-5965-99168,Full Coverage,2023-05-08,2024-11-13,$31889.94720907266,Annually,Pending Renewal,9,Careo valetudo crur aveho ver valde aiunt recusandae pecus aestas.
1293,659,C-9280-60603,Full Coverage,2024-06-01,2025-07-28,$9486.747912416835,Quarterly,Expired,13,Tracto temporibus consequuntur solutio deleo.
1294,659,C-5253-55720,Warranty Extension,2024-05-19,2026-06-06,$8002.521621785466,Annually,Active,5,Adnuo dignissimos articulus contigo defleo deduco expedita artificiose.
1295,660,C-6615-23093,Service Agreement,2023-10-29,2026-06-15,$61558.746420551935,Monthly,Expired,6,Statim caries depereo fugiat vero curia synagoga praesentium ex.
1296,660,C-2739-44889,Service Agreement,2022-12-07,2029-01-30,$32319.15437501323,Quarterly,Expired,5,Decor clibanus cuppedia calco civitas.
1297,661,C-8043-46664,Service Agreement,2020-09-15,2027-10-14,$58673.83606944968,Monthly,Expired,7,Tamdiu ipsam barba acceptus cohors venio ullus aegre bestia vox.
1298,661,C-9996-64424,Service Agreement,2023-10-24,2024-12-26,$56328.38338019457,Quarterly,Expired,20,Decretum quod comparo numquam vomer villa carbo.
1299,662,C-7296-75734,Warranty Extension,2021-06-06,2029-12-23,$49794.13034844791,Monthly,Pending Renewal,19,Balbus tabgo auctus acervus defessus comprehendo dolorum spiculum.
1300,662,C-5363-82277,Warranty Extension,2023-06-26,2026-04-10,$18257.258248244787,Annually,Active,14,Vomito condico decerno aegrus eaque canis conscendo.
1301,663,C-1784-73136,Warranty Extension,2024-03-04,2024-07-31,$38886.30064752163,Monthly,Active,14,Aut debitis velum aro commemoro cibus umquam corpus turpis.
1302,663,C-2858-64484,Full Coverage,2021-06-25,2028-10-16,$91856.67222763739,Quarterly,Expired,1,Theologus decet alias aperiam denique benigne corroboro.
1303,663,C-5219-95471,Service Agreement,2024-03-28,2026-10-24,$25675.22272600251,Monthly,Active,3,Campana venustas damnatio terebro illo cedo absorbeo triduana caritas.
1304,664,C-6851-70444,Warranty Extension,2023-01-14,2029-05-03,$5328.732979282657,Monthly,Active,16,Animadverto harum aurum spiritus.
1305,665,C-9635-62224,Full Coverage,2021-05-24,2025-01-19,$89238.4763979338,Quarterly,Pending Renewal,14,Contra quasi appositus depereo vesica curiositas.
1306,665,C-8500-15843,Service Agreement,2021-03-25,2030-05-02,$55287.642067087414,Annually,Pending Renewal,10,Adsidue dens tactus amplus vinco credo cognomen.
1307,666,C-4205-36407,Warranty Extension,2024-06-02,2030-01-28,$81957.89673792383,Quarterly,Pending Renewal,12,Quia comedo summisse suasoria cenaculum delinquo suadeo cupiditate pectus.
1308,666,C-3517-90715,Full Coverage,2024-02-05,2028-08-23,$29609.937488529104,Annually,Pending Renewal,17,Alioqui tam vestrum corrigo vallum.
1309,666,C-1012-59480,Service Agreement,2023-05-26,2025-02-19,$36102.51425478954,Quarterly,Expired,12,Quam totus cavus vergo assumenda basium temperantia pauper carmen ultra.
1310,667,C-3337-88797,Full Coverage,2023-11-20,2028-03-19,$49050.78094871649,Annually,Expired,17,Adiuvo adsum et cunctatio caelestis comis ter uxor apparatus possimus.
1311,667,C-2416-59279,Full Coverage,2020-08-30,2026-08-10,$17373.98973220902,Quarterly,Active,17,Surculus iste utrimque amo vestigium.
1312,667,C-8200-58638,Service Agreement,2023-07-01,2025-02-05,$74720.70446192319,Monthly,Expired,7,Strues vitiosus studio ars catena adeo facere rem aetas aequitas.
1313,668,C-1593-71809,Service Agreement,2020-03-08,2023-03-13,$34932.17196616927,Monthly,Pending Renewal,3,Usque cometes ex defluo aliqua denuo suppono.
1314,668,C-1288-39623,Warranty Extension,2023-03-26,2023-09-01,$28035.723889115365,Quarterly,Pending Renewal,6,Comminor tutis cetera vae vaco pectus temporibus comparo id eos.
1315,668,C-3176-45298,Full Coverage,2023-09-07,2029-08-19,$97321.03946592557,Annually,Active,5,Alveus cito verus patruus.
1316,669,C-7658-83434,Service Agreement,2022-03-13,2024-03-13,$33867.76606464364,Quarterly,Active,6,Dolore colo conservo cariosus comburo suscipio acervus tamisium.
1317,669,C-6330-54534,Warranty Extension,2020-08-13,2028-02-07,$79071.6067260638,Quarterly,Expired,4,Defleo brevis saepe appello decimus.
1318,670,C-1542-78435,Service Agreement,2023-06-02,2026-02-09,$98462.87695553248,Monthly,Expired,13,Asporto nesciunt conventus tenuis.
1319,670,C-3463-34577,Warranty Extension,2020-12-26,2025-06-14,$72395.5691580762,Monthly,Active,15,Vulnus certe carcer varietas tutis substantia cernuus.
1320,670,C-2557-54725,Full Coverage,2023-11-26,2026-04-08,$91453.41048944162,Monthly,Active,10,Angustus vesica a usque tametsi placeat tristis tergum voro atrocitas.
